date,Mkt-RF,SMB,HML,RMW,CMA,RF
19940526,0.17,0.11,0.24,0.33,-0.03,0.01
19940527,0.08,0.14,-0.04,-0.06,-0.09,0.01
19940531,-0.16,0.02,-0.03,-0.21,-0.23,0.01
19940601,0.27,-0.09,0.28,-0.21,-0.19,0.01
19940602,0.15,0.7,-0.34,0.28,-0.25,0.01
19940603,0.47,-0.37,-0.33,0.31,-0.18,0.01
19940606,0,0.21,0.44,0.11,0.07,0.01
19940607,-0.25,-0.11,0.07,0.25,0.04,0.01
19940608,-0.45,-0.27,0.64,0,0.54,0.01
19940609,0.02,-0.27,0,0.05,0.25,0.01
19940610,0.25,0.26,-0.04,-0.06,0.15,0.01
19940613,0.06,-0.19,0.34,-0.05,-0.02,0.01
19940614,0.57,-0.35,0.07,0.05,0.11,0.01
19940615,-0.31,0.37,0.11,-0.11,-0.06,0.01
19940616,0.22,-0.05,-0.29,0.09,0.15,0.01
19940617,-0.71,0.24,0.18,-0.03,0.15,0.01
19940620,-0.93,-0.47,0.28,0.27,0.22,0.01
19940621,-0.95,-0.28,0.19,0.27,0.42,0.01
19940622,0.35,0.12,0.13,-0.04,0.18,0.01
19940623,-0.89,-0.22,0.51,0.08,0.4,0.01
19940624,-1.41,0.14,0,-0.01,-0.12,0.01
19940627,0.89,-0.66,-0.43,0.03,-0.38,0.01
19940628,-0.24,-0.15,-0.19,0.2,-0.28,0.01
19940629,0.36,0.03,-0.11,-0.03,-0.08,0.01
19940630,-0.51,0.84,0.32,-0.37,0.41,0.01
19940701,0.42,-0.29,0.29,-0.05,-0.32,0.01
19940705,-0.04,-0.22,0.13,-0.07,0.19,0.01
19940706,-0.04,-0.15,0.31,-0.13,0.18,0.01
19940707,0.49,-0.15,-0.14,0.13,-0.27,0.01
19940708,0.18,-0.22,-0.41,-0.08,-0.21,0.01
19940711,-0.3,0.2,0,-0.07,0.18,0.01
19940712,0.07,0.2,-0.23,0.08,-0.07,0.01
19940713,0.38,0.19,-0.29,0.05,-0.36,0.01
19940714,0.98,-0.22,0.07,-0.26,0.05,0.01
19940715,0.08,-0.02,0.39,-0.2,0.41,0.01
19940718,0.18,-0.31,0.04,-0.04,-0.24,0.01
19940719,-0.27,0.15,0.01,-0.27,0.36,0.01
19940720,-0.54,-0.01,0.11,-0.01,0.25,0.01
19940721,0.19,-0.18,0.1,-0.07,0,0.01
19940722,0.05,-0.16,0.16,-0.08,-0.07,0.01
19940725,0.17,-0.23,0.04,0.23,-0.02,0.01
19940726,-0.17,0.1,0.12,0.15,0.15,0.01
19940727,-0.25,-0.19,0.3,-0.1,0.41,0.01
19940728,0.24,-0.33,0.01,0.09,0.12,0.01
19940729,0.95,0.02,-0.4,0.09,-0.64,0.01
19940801,0.53,-0.33,0.09,0.14,0.17,0.02
19940802,0.1,0.1,-0.01,0.04,0.04,0.02
19940803,0.01,0.07,0.29,-0.16,-0.04,0.02
19940804,-0.52,0.27,0.32,0.13,0.2,0.02
19940805,-0.32,0.11,-0.09,0.18,0.02,0.02
19940808,0.2,-0.06,-0.01,0.17,0.09,0.02
19940809,0.09,0.05,-0.17,-0.08,-0.22,0.02
19940810,0.55,0.09,-0.57,0.24,-0.33,0.02
19940811,-0.26,0.24,-0.28,0.14,-0.16,0.02
19940812,0.55,-0.22,-0.13,-0.11,-0.03,0.02
19940815,-0.02,0.31,0.04,-0.02,-0.12,0.02
19940816,0.61,-0.47,-0.34,0.5,-0.46,0.02
19940817,0.17,0.37,-0.47,0.08,-0.43,0.02
19940818,-0.35,0.42,-0.19,0,0.12,0.02
19940819,0.12,0.1,-0.06,-0.1,-0.06,0.02
19940822,-0.2,0.28,-0.19,0.04,-0.19,0.02
19940823,0.55,0.11,-0.24,-0.05,-0.23,0.02
19940824,0.71,-0.33,-0.32,-0.12,0.19,0.02
19940825,-0.07,0.29,-0.15,-0.28,-0.12,0.02
19940826,1.07,-0.58,-0.42,0.12,-0.36,0.02
19940829,0.17,0.01,0.12,0.06,0.3,0.02
19940830,0.35,0.01,-0.01,0.01,-0.06,0.02
19940831,-0.09,0.55,0.34,-0.01,0.24,0.02
19940901,-0.49,0.1,0.05,0.08,0.36,0.02
19940902,-0.32,0.5,0,0.04,-0.07,0.02
19940906,0.03,-0.22,-0.12,-0.07,0.27,0.02
19940907,-0.02,0.39,-0.28,-0.26,-0.15,0.02
19940908,0.46,0.06,-0.27,0.01,-0.12,0.02
19940909,-0.93,0.59,0.09,-0.02,0.15,0.02
19940912,-0.44,0.17,-0.1,0.05,0.13,0.02
19940913,0.3,0.25,-0.32,0.16,-0.23,0.02
19940914,0.26,-0.02,0.02,-0.12,0.01,0.02
19940915,1.14,-0.32,-0.56,0.24,-0.05,0.02
19940916,-0.52,0.6,0.06,-0.17,-0.19,0.02
19940919,-0.13,-0.07,-0.07,0.03,0.03,0.02
19940920,-1.44,0.55,0.14,0.1,0.26,0.02
19940921,-0.55,-0.21,0.22,0.02,-0.01,0.02
19940922,-0.1,0.05,-0.04,-0.17,0.15,0.02
19940923,-0.33,0.06,0.11,-0.04,0.18,0.02
19940926,0.2,-0.43,-0.13,0.27,0.12,0.02
19940927,0.15,-0.1,-0.44,0.35,0.09,0.02
19940928,0.59,-0.1,-0.19,-0.06,0.27,0.02
19940929,-0.37,0.24,0.19,0.07,-0.01,0.02
19940930,0.21,0.66,-0.24,0.05,-0.15,0.02
19941003,-0.27,-0.29,0,-0.26,0.04,0.02
19941004,-1.47,0.17,0.37,-0.06,0.34,0.02
19941005,-0.38,-0.4,-0.22,0.22,-0.27,0.02
19941006,-0.23,0.37,0.09,-0.09,0.25,0.02
19941007,0.6,-0.28,-0.17,-0.1,0.16,0.02
19941010,0.75,-0.14,-0.43,-0.04,-0.26,0.02
19941011,1.28,-0.57,-0.78,0.36,-0.42,0.02
19941012,-0.01,0.23,-0.09,-0.01,-0.19,0.02
19941013,0.35,-0.27,0.18,0.1,0.19,0.02
19941014,0.17,-0.39,0.15,-0.11,0.21,0.02
19941017,-0.07,0.08,-0.08,0.12,-0.09,0.02
19941018,-0.2,-0.19,0.08,-0.03,0.12,0.02
19941019,0.49,-0.12,-0.23,-0.11,-0.19,0.02
19941020,-0.67,0.27,0.12,0.12,-0.21,0.02
19941021,-0.41,0.13,-0.03,-0.1,0.13,0.02
19941024,-0.77,0.39,-0.22,0.26,-0.15,0.02
19941025,-0.02,-0.46,0.17,0.09,0.36,0.02
19941026,0.27,-0.21,-0.27,0.05,-0.2,0.02
19941027,0.63,-0.16,-0.16,-0.16,-0.11,0.02
19941028,1.52,-0.7,-0.22,-0.18,-0.31,0.02
19941031,-0.19,0.31,0.05,0.15,-0.13,0.02
19941101,-0.77,0.28,-0.36,0.18,-0.51,0.02
19941102,-0.24,0.42,-0.08,-0.27,-0.19,0.02
19941103,0.25,-0.1,0.23,-0.05,0.14,0.02
19941104,-0.93,0.62,-0.05,-0.09,-0.02,0.02
19941107,-0.04,-0.46,0.02,0.31,-0.02,0.02
19941108,0.5,-0.31,-0.27,0.26,-0.21,0.02
19941109,-0.09,-0.11,-0.07,0.27,-0.02,0.02
19941110,-0.26,-0.08,-0.03,0.02,-0.18,0.02
19941111,-0.42,0.1,-0.23,0.12,0.12,0.02
19941114,0.67,-0.44,-0.51,0.19,-0.37,0.02
19941115,-0.11,0.23,0.08,-0.19,0.1,0.02
19941116,0.02,-0.08,-0.4,-0.04,0.01,0.02
19941117,-0.46,0.1,-0.27,-0.02,0.17,0.02
19941118,-0.44,0.19,-0.39,0.02,-0.15,0.02
19941121,-0.75,0.09,-0.08,0.14,0.18,0.02
19941122,-1.84,0.07,0.57,0.14,0.38,0.02
19941123,-0.15,-0.86,1.01,-0.06,-0.07,0.02
19941125,0.62,-0.02,-0.2,-0.19,-0.15,0.02
19941128,0.35,-0.26,-0.19,-0.01,-0.16,0.02
19941129,0.25,0.15,0.01,-0.16,-0.14,0.02
19941130,-0.21,0.56,0.43,-0.1,0.51,0.02
19941201,-1.04,0.08,0.14,-0.05,0.22,0.02
19941202,0.71,-0.45,-0.14,0.04,-0.04,0.02
19941205,0.08,-0.12,0.16,-0.1,-0.32,0.02
19941206,-0.17,-0.33,0.23,0.06,0.24,0.02
19941207,-0.54,-0.35,0.31,-0.2,0.17,0.02
19941208,-1.43,-0.34,0.33,0.08,0.83,0.02
19941209,0.16,-0.68,0.11,0.32,-0.02,0.02
19941212,0.39,-0.51,0,0.06,-0.04,0.02
19941213,0.22,-0.22,0.29,0.23,-0.42,0.02
19941214,1.02,-0.32,-0.22,0.01,-0.19,0.02
19941215,0.33,0.76,-0.03,-0.37,-0.02,0.02
19941216,0.46,-0.67,-0.09,-0.03,0.23,0.02
19941219,-0.22,-0.04,0.42,0.02,0.18,0.02
19941220,-0.07,0.2,0.09,-0.08,-0.06,0.02
19941221,0.62,0.42,-0.47,-0.08,-0.17,0.02
19941222,-0.04,0.31,-0.7,0.11,0.03,0.02
19941223,0.22,0.28,-0.32,0.09,0.05,0.02
19941227,0.46,0,-0.36,0.2,-0.22,0.02
19941228,-0.41,0.09,0.06,0.02,-0.05,0.02
19941229,0.27,0.28,-0.2,0.23,-0.66,0.02
19941230,-0.14,1.55,0.29,-0.15,0.59,0.02
19950103,-0.26,-0.89,0.94,-0.33,0.61,0.02
19950104,0.32,-0.15,0.47,0.28,0.13,0.02
19950105,-0.05,0.06,0.05,-0.15,-0.01,0.02
19950106,0.18,0.01,0.13,-0.28,-0.07,0.02
19950109,0.08,0.02,0.13,-0.29,-0.38,0.02
19950110,0.2,0.01,-0.13,-0.3,-0.32,0.02
19950111,-0.09,-0.17,-0.23,0.04,-0.1,0.02
19950112,0.01,0.03,0.02,-0.27,-0.17,0.02
19950113,0.87,-0.33,0.46,0.07,-0.04,0.02
19950116,0.8,-0.41,0.09,-0.06,-0.4,0.02
19950117,0.22,0.36,-0.43,0.15,-0.01,0.02
19950118,-0.15,-0.04,0.04,-0.15,0.26,0.02
19950119,-0.57,0.09,-0.13,0.21,0.17,0.02
19950120,-0.51,0.15,0.17,0.19,0.23,0.02
19950123,0,-0.65,0.25,0.32,0.11,0.02
19950124,0.16,0.27,-0.11,-0.12,-0.23,0.02
19950125,0.19,-0.32,0.4,0.16,0.24,0.02
19950126,0.04,-0.28,0.15,0.12,-0.01,0.02
19950127,0.39,-0.29,0.12,0.27,-0.36,0.02
19950130,-0.45,-0.31,0.23,0.26,-0.26,0.02
19950131,0.39,-0.2,-0.09,0.02,-0.03,0.02
19950201,0.15,-0.01,-0.02,-0.4,-0.22,0.02
19950202,0.45,0.03,-0.19,0.22,-0.18,0.02
19950203,1.22,-0.63,0.44,-0.28,-0.33,0.02
19950206,0.62,0.01,-0.19,0.31,-0.23,0.02
19950207,-0.07,0.18,0.14,-0.16,0.34,0.02
19950208,0.13,0.19,-0.13,-0.16,-0.37,0.02
19950209,-0.09,0.42,-0.28,-0.05,-0.21,0.02
19950210,0.23,0.25,-0.32,0.42,0.05,0.02
19950213,0.02,0.02,0.07,0.12,0.32,0.02
19950214,0.09,-0.23,0.37,-0.01,0.07,0.02
19950215,0.48,0.23,0.02,-0.04,-0.05,0.02
19950216,-0.05,-0.5,-0.11,-0.03,-0.03,0.02
19950217,-0.58,0.09,0.28,-0.22,0.32,0.02
19950221,-0.05,-0.31,0.34,-0.03,0.33,0.02
19950222,0.4,-0.34,0.11,0.26,-0.2,0.02
19950223,0.45,-0.14,0.29,0.14,-0.16,0.02
19950224,0.17,0.13,0.23,0.22,0.07,0.02
19950227,-0.82,-0.01,0.09,0.04,0.22,0.02
19950228,0.82,0.13,-0.2,0.24,-0.15,0.02
19950301,-0.31,0.18,-0.2,0.05,-0.31,0.02
19950302,-0.13,0.18,-0.41,0.06,-0.15,0.02
19950303,0.14,0.14,-0.29,-0.16,0.01,0.02
19950306,-0.13,-0.2,-0.29,0.07,0.13,0.02
19950307,-0.75,0.15,-0.28,0.32,0.06,0.02
19950308,0.21,0.01,-0.04,-0.18,0.07,0.02
19950309,0.05,-0.05,-0.17,-0.01,0.09,0.02
19950310,1.12,-0.68,-0.36,0.13,-0.14,0.02
19950313,0.09,-0.03,-0.17,-0.3,0,0.02
19950314,0.56,-0.13,-0.28,0.44,-0.26,0.02
19950315,-0.18,0.18,0.26,0.13,-0.08,0.02
19950316,0.57,-0.31,0,-0.05,0.03,0.02
19950317,-0.07,-0.13,-0.32,0.1,0.02,0.02
19950320,0.1,0.15,-0.38,0.11,-0.15,0.02
19950321,-0.24,-0.06,0.08,0.07,-0.1,0.02
19950322,0.04,-0.25,0.03,-0.15,0.24,0.02
19950323,0.08,0.1,-0.03,-0.06,0.12,0.02
19950324,0.93,-0.49,-0.06,-0.09,-0.1,0.02
19950327,0.49,-0.11,-0.07,-0.25,-0.09,0.02
19950328,0.15,0.15,-0.24,0.31,-0.3,0.02
19950329,-0.17,-0.04,0.42,-0.16,0.47,0.02
19950330,-0.08,0.13,0.52,-0.37,0.47,0.02
19950331,-0.27,0.58,0.2,-0.13,0.2,0.02
19950403,0.14,-0.08,-0.06,0.45,-0.24,0.02
19950404,0.47,-0.55,0.59,-0.04,0.6,0.02
19950405,0.09,-0.01,0.25,-0.01,0.03,0.02
19950406,0.05,-0.05,0.75,-0.06,0.15,0.02
19950407,-0.04,-0.38,0.18,0.01,0.01,0.02
19950410,0.25,0.33,-0.31,-0.02,-0.45,0.02
19950411,-0.17,0.5,-0.08,0.15,0.1,0.02
19950412,0.33,-0.13,-0.37,0.12,0.18,0.02
19950413,0.34,0.14,0.05,-0.19,-0.23,0.02
19950417,-0.53,0.49,0.32,0.09,0.11,0.02
19950418,-0.34,-0.07,0.28,0.23,0.28,0.02
19950419,-0.3,-0.58,0.45,-0.17,0.56,0.02
19950420,0.16,-0.02,0.1,-0.18,0.51,0.02
19950421,0.51,-0.09,-0.06,0.02,-0.09,0.02
19950424,0.73,-0.33,0,0.12,-0.18,0.02
19950425,-0.09,0.24,0.09,-0.04,-0.02,0.02
19950426,0.14,0.22,-0.19,-0.04,-0.27,0.02
19950427,0.2,0.11,-0.09,-0.11,-0.16,0.02
19950428,0.16,0.05,-0.28,0.08,-0.1,0.02
19950501,-0.13,0,0.24,-0.2,0.48,0.02
19950502,0.08,-0.04,-0.03,0.03,0.16,0.02
19950503,0.94,-0.7,-0.29,0.15,-0.41,0.02
19950504,-0.1,-0.51,0.58,0.07,0.14,0.02
19950505,-0.1,-0.08,0.47,0.13,0.05,0.02
19950508,0.64,-0.23,0.1,-0.25,-0.15,0.02
19950509,0.05,-0.3,0.44,-0.12,-0.19,0.02
19950510,0.15,0.21,-0.03,0.07,-0.01,0.02
19950511,0.23,0.23,-0.43,-0.03,-0.29,0.02
19950512,0.23,0.05,-0.01,-0.31,-0.13,0.02
19950515,0.42,-0.18,0.26,-0.06,0.01,0.02
19950516,0.12,0.25,0.09,0.1,0.22,0.02
19950517,-0.21,0.45,-0.02,-0.07,-0.23,0.02
19950518,-1.3,0.73,0.32,-0.12,0.05,0.02
19950519,-0.08,0.05,-0.28,0.35,0.11,0.02
19950522,0.76,-0.32,-0.01,-0.02,-0.2,0.02
19950523,0.85,-0.45,0.06,0.08,-0.31,0.02
19950524,-0.05,-0.13,0.25,-0.26,0.01,0.02
19950525,-0.04,-0.08,0.12,0.37,-0.02,0.02
19950526,-0.82,0.41,0.34,-0.15,0.06,0.02
19950530,-0.21,-0.36,0.49,0.21,0.62,0.02
19950531,1.46,-1.14,-0.46,0.44,0.03,0.02
19950601,0.15,0.24,0.31,0.01,-0.2,0.02
19950602,0,0.16,0.6,-0.29,-0.73,0.02
19950605,0.61,0.05,-0.03,0.05,-0.4,0.02
19950606,-0.03,0.21,-0.19,-0.18,0.16,0.02
19950607,-0.34,0.54,-0.51,0.17,-0.12,0.02
19950608,-0.09,0.61,-0.44,-0.24,-0.18,0.02
19950609,-0.73,0.63,-0.29,0.05,0.12,0.02
19950612,0.5,-0.03,-0.33,-0.05,-0.06,0.02
19950613,0.92,-0.4,0.13,-0.04,-0.17,0.02
19950614,0.07,0.18,-0.42,0.17,-0.05,0.02
19950615,0.22,0.36,-0.22,0.13,-0.08,0.02
19950616,0.43,-0.16,-0.53,0.06,-0.04,0.02
19950619,0.92,-0.48,-0.15,0.07,-0.69,0.02
19950620,0.05,0.1,0.14,0.11,-0.42,0.02
19950621,-0.04,0.25,0.05,0.19,-0.31,0.02
19950622,1.15,-0.71,-0.25,0.01,-0.43,0.02
19950623,-0.29,0.25,-0.17,-0.18,0.22,0.02
19950626,-1,0.1,0.42,0.01,0.5,0.02
19950627,-0.39,0.1,0.05,-0.16,0.66,0.02
19950628,0.32,-0.43,0.16,0.07,0.21,0.02
19950629,-0.03,0.53,-0.52,-0.05,-0.25,0.02
19950630,0.28,0.83,-0.24,-0.14,-0.07,0.02
19950703,0.33,-0.3,-0.32,0.17,0.17,0.02
19950705,0.18,0.17,0.09,-0.11,-0.23,0.02
19950706,1.12,-0.68,-0.01,0.1,-0.11,0.02
19950707,0.59,0.41,-0.03,0.02,-0.29,0.02
19950710,0.17,0.4,0.33,0.44,-0.13,0.02
19950711,-0.34,0.58,-0.15,0.27,0.1,0.02
19950712,1.1,-0.16,-0.52,0.07,-0.74,0.02
19950713,0.07,0.3,-0.17,-0.06,-0.35,0.02
19950714,-0.14,0.31,-0.4,-0.13,-0.18,0.02
19950717,0.4,0.06,-0.64,0.14,-0.17,0.02
19950718,-0.8,0.05,0.79,0.07,0.55,0.02
19950719,-1.65,-0.64,0.85,0.29,1.01,0.02
19950720,0.59,0.26,-0.27,-0.07,0.31,0.02
19950721,0.06,0.41,-0.49,-0.15,-0.1,0.02
19950724,0.69,0.22,-0.4,0.01,-0.41,0.02
19950725,0.76,-0.35,-0.2,-0.24,-0.41,0.02
19950726,0.24,0.18,-0.16,-0.12,-0.27,0.02
19950727,0.7,0.03,-0.15,-0.15,-0.32,0.02
19950728,-0.28,0.52,0.28,-0.31,0.09,0.02
19950731,-0.11,0.29,0.05,-0.05,-0.01,0.02
19950801,-0.51,0.11,0.25,-0.13,0.6,0.02
19950802,-0.21,-0.02,0.78,-0.37,0.58,0.02
19950803,-0.11,-0.14,0.35,0.09,0.17,0.02
19950804,0.15,0.24,-0.17,0.09,-0.13,0.02
19950807,0.24,0.06,0.09,-0.13,0.05,0.02
19950808,0.05,-0.11,-0.02,0.15,-0.01,0.02
19950809,0.01,0.39,-0.44,-0.06,-0.29,0.02
19950810,-0.26,0.22,0.24,-0.02,0.12,0.02
19950811,-0.34,0.32,-0.09,-0.01,-0.17,0.02
19950814,0.75,-0.38,-0.67,0.08,-0.15,0.02
19950815,-0.11,0.21,0.07,-0.21,0,0.02
19950816,0.45,0.07,0.07,-0.48,-0.38,0.02
19950817,0,0.42,0.08,-0.18,0.06,0.02
19950818,0.07,0.26,0.12,-0.18,0.1,0.02
19950821,-0.22,0.62,0.36,-0.04,0.49,0.02
19950822,0.18,-0.46,-0.2,0.09,-0.37,0.02
19950823,-0.28,0.41,-0.22,0,-0.13,0.02
19950824,-0.07,-0.14,0.28,0.24,0.3,0.02
19950825,0.4,-0.31,0.42,-0.34,0.37,0.02
19950828,-0.3,-0.08,1.14,0.25,0.56,0.02
19950829,0.03,-0.71,0.37,0.31,0.07,0.02
19950830,0.32,0.34,0.05,-0.12,-0.41,0.02
19950831,0.32,0.35,-0.24,-0.19,0.02,0.02
19950901,0.27,-0.07,0.24,-0.17,0.24,0.02
19950905,0.96,-0.44,-0.4,0.17,-0.81,0.02
19950906,0.36,0.37,-0.37,-0.13,-0.09,0.02
19950907,0.08,0.43,-0.3,-0.19,-0.02,0.02
19950908,0.51,0.27,-0.1,-0.19,-0.16,0.02
19950911,0.24,-0.08,-0.26,-0.13,-0.22,0.02
19950912,0.25,-0.12,0.05,-0.27,0.52,0.02
19950913,0.41,-0.2,-0.14,0.37,-0.04,0.02
19950914,0.59,-0.47,0.24,0.18,0.19,0.02
19950915,-0.18,-0.4,0.71,0.31,0.77,0.02
19950918,-0.14,-0.2,-0.56,0.01,-0.25,0.02
19950919,0.3,-0.19,-0.14,0,-0.66,0.02
19950920,0.44,-0.07,-0.19,-0.01,-0.3,0.02
19950921,-0.62,0.36,-0.27,0.09,-0.05,0.02
19950922,-0.32,-0.06,-0.22,0.29,0.17,0.02
19950925,-0.19,-0.36,0.23,0.29,0.4,0.02
19950926,-0.12,-0.3,0.3,0.19,0.29,0.02
19950927,-0.31,-0.93,0.86,0.55,0.28,0.02
19950928,0.89,-0.2,-0.07,-0.57,-0.41,0.02
19950929,-0.11,0.86,0.26,0.16,0.51,0.02
19951002,-0.63,-0.5,0.62,0.1,0.58,0.02
19951003,-0.17,-0.94,0.55,0.35,0.15,0.02
19951004,-0.46,-0.63,0.73,0.81,0.68,0.02
19951005,0.29,-0.33,-0.17,-0.22,-0.44,0.02
19951006,0,0.24,0.07,0.1,0.06,0.02
19951009,-1.07,-0.69,1.13,0.57,0.82,0.02
19951010,-0.25,-0.66,0.28,0.02,0.33,0.02
19951011,0.62,0.43,-0.31,-0.25,-0.52,0.02
19951012,0.8,0.07,-0.41,-0.07,-0.77,0.02
19951013,0.33,0.24,-0.15,-0.3,-0.04,0.02
19951016,-0.2,0.21,0.13,0.15,-0.05,0.02
19951017,0.6,-0.54,-0.57,0.07,-0.52,0.02
19951018,0.22,0.16,-0.26,0.09,-0.31,0.02
19951019,0.31,-0.53,-0.59,0.15,0.31,0.02
19951020,-0.57,0.5,0.06,0.21,0.53,0.02
19951023,-0.38,-0.3,0.08,0.06,-0.34,0.02
19951024,0.11,-0.1,-0.65,0.21,-0.1,0.02
19951025,-0.86,-0.2,-0.22,0.06,0.27,0.02
19951026,-0.94,-0.1,-0.05,0.47,-0.27,0.02
19951027,0.41,-0.66,0.18,-0.17,-0.26,0.02
19951030,0.64,-0.21,-0.79,-0.34,-0.34,0.02
19951031,-0.28,0.32,-0.19,-0.09,0.07,0.02
19951101,0.51,-0.31,0.41,-0.2,-0.16,0.02
19951102,1.04,-0.15,-0.11,-0.26,-0.42,0.02
19951103,0.31,0.33,-0.28,-0.25,-0.11,0.02
19951106,-0.28,0.3,0.03,-0.19,0.15,0.02
19951107,-0.49,0.03,0.3,0.16,0.46,0.02
19951108,0.73,-0.47,0.1,0.16,0.14,0.02
19951109,0.45,0.1,-0.36,0.02,-0.7,0.02
19951110,-0.12,0.36,-0.21,-0.05,-0.03,0.02
19951113,-0.14,-0.12,-0.03,-0.03,0.37,0.02
19951114,-0.67,0.01,0.23,0.37,0.66,0.02
19951115,0.55,-0.54,-0.43,0.44,0.03,0.02
19951116,0.58,-0.27,0.27,-0.17,0.38,0.02
19951117,0.38,-0.12,0.15,-0.12,0.34,0.02
19951120,-0.58,0.2,0.4,0.13,0.44,0.02
19951121,0.22,-0.83,0.35,0.39,0.22,0.02
19951122,-0.23,0.14,0.37,-0.18,0.29,0.02
19951124,0.33,-0.09,-0.14,-0.19,-0.32,0.02
19951127,0.17,-0.09,0.12,-0.2,0.15,0.02
19951128,0.79,-0.35,-0.71,0.18,-0.54,0.02
19951129,0.4,0.16,-0.01,-0.19,-0.05,0.02
19951130,-0.05,0.69,0.06,-0.39,-0.34,0.02
19951201,0.14,0.29,0.08,-0.09,0.57,0.02
19951204,1.03,-0.38,-0.3,-0.02,-0.21,0.02
19951205,0.43,-0.34,-0.06,-0.04,0.16,0.02
19951206,0.18,-0.45,0.43,0.44,0.42,0.02
19951207,-0.69,0.2,-0.12,0,0.01,0.02
19951208,0.19,0.09,-0.25,0.21,-0.31,0.02
19951211,0.24,-0.23,-0.35,0.03,0.35,0.02
19951212,-0.26,0.05,-0.04,0,0.2,0.02
19951213,0.44,-0.06,-0.14,-0.03,0.2,0.02
19951214,-0.83,0.8,0.34,0.07,0.64,0.02
19951215,-0.29,-0.45,0.52,-0.3,0.36,0.02
19951218,-1.75,-0.44,0.95,0.72,0.61,0.02
19951219,0.99,-0.47,-0.3,-0.71,-0.58,0.02
19951220,-0.57,1.54,0.05,-0.59,0.12,0.02
19951221,0.7,-0.07,-0.44,-0.64,-0.01,0.02
19951222,0.32,0.2,-0.11,-0.34,0.11,0.02
19951226,0.31,-0.15,-0.18,0.06,0.18,0.02
19951227,0.13,0.2,0.13,-0.09,0.05,0.02
19951228,-0.05,0,0.32,0.14,0.05,0.02
19951229,0.4,0.32,-0.32,-0.26,0.04,0.02
19960102,0.59,-0.37,-0.19,0.06,-0.01,0.02
19960103,-0.08,-0.24,0.5,0.15,0.72,0.02
19960104,-0.81,-0.42,0.23,0.25,0.61,0.02
19960105,-0.15,0.69,-0.12,-0.1,0.24,0.02
19960108,0.24,-0.22,-0.1,-0.18,0.19,0.02
19960109,-1.67,0.11,1.18,0.04,1.46,0.02
19960110,-1.62,0.24,0.14,-0.02,-0.41,0.02
19960111,0.87,-0.01,-0.67,-0.24,-0.55,0.02
19960112,-0.13,-0.04,0.32,0.3,0.02,0.02
19960115,-0.58,-0.39,0.57,-0.04,0.8,0.02
19960116,1.02,-1.34,0.26,0.45,0.12,0.02
19960117,-0.09,0.24,0.46,-0.23,0.1,0.02
19960118,0.37,0.1,-0.51,-0.21,0.03,0.02
19960119,0.57,-0.24,-0.49,0.16,-0.31,0.02
19960122,0.41,0.22,-0.66,-0.3,-0.38,0.02
19960123,-0.02,0.38,-0.13,0.12,-0.19,0.02
19960124,1.05,-0.45,-0.36,0.09,-0.24,0.02
19960125,-0.4,0.5,0.35,-0.03,0.37,0.02
19960126,0.63,-0.38,-0.46,0.17,-0.08,0.02
19960129,0.37,-0.22,0.26,-0.04,0.1,0.02
19960130,0.91,-0.39,-0.2,0.11,-0.27,0.02
19960131,0.83,-0.4,0.06,-0.26,-0.09,0.02
19960201,0.43,0.14,-0.63,0.04,-0.37,0.02
19960202,-0.28,0.38,-0.29,-0.21,-0.14,0.02
19960205,0.75,-0.53,-0.45,0.34,-0.4,0.02
19960206,0.68,-0.38,-0.02,-0.06,0.1,0.02
19960207,0.36,-0.62,0.19,0.57,0.17,0.02
19960208,0.79,-0.51,-0.04,-0.02,-0.22,0.02
19960209,0.08,0.15,-0.04,0.04,0.07,0.02
19960212,0.55,-0.55,0.07,-0.04,0.1,0.02
19960213,-0.2,-0.28,0.54,0.1,0.26,0.02
19960214,-0.46,0.84,0.01,-0.26,-0.26,0.02
19960215,-0.31,0.37,0.12,-0.29,-0.11,0.02
19960216,-0.39,0.77,-0.03,-0.07,-0.13,0.02
19960220,-1.05,0.24,-0.17,-0.03,-0.09,0.02
19960221,1.04,-0.33,-0.5,0.1,-0.38,0.02
19960222,1.56,-0.54,-0.65,-0.02,-0.44,0.02
19960223,0.08,0.11,0.16,-0.12,-0.3,0.02
19960226,-1.05,1.06,0.18,0.03,0.02,0.02
19960227,-0.44,0.33,0.19,0.09,0.26,0.02
19960228,-0.19,0.42,0.32,-0.09,-0.17,0.02
19960229,-0.6,0.64,-0.01,0.07,0.19,0.02
19960301,0.25,-0.45,0.52,0.3,0.56,0.02
19960304,0.92,-0.56,-0.01,0.16,0.06,0.02
19960305,0.68,-0.39,-0.42,0.35,-0.35,0.02
19960306,-0.38,0.42,0.28,-0.33,0.38,0.02
19960307,0.18,-0.14,-0.2,-0.04,-0.37,0.02
19960308,-2.91,0.57,0,0.21,-0.27,0.02
19960311,0.91,-0.05,-1.1,-0.06,0.33,0.02
19960312,-0.49,0.27,0.02,0.1,-0.07,0.02
19960313,0.43,0.24,0.04,-0.47,-0.28,0.02
19960314,0.41,0.21,-0.08,-0.27,-0.14,0.02
19960315,0.17,-0.08,-0.35,0.38,-0.49,0.02
19960318,1.48,-0.63,-0.09,0.28,0.1,0.02
19960319,-0.15,0.24,0.22,0.09,0.2,0.02
19960320,-0.29,0.32,0.42,0.42,-0.18,0.02
